,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
49679,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,B,0,0,0
49685,Non Portugal,Online TA,0,2,No Deposit,0,Transient,F,1,1,0
49695,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,D,0,1,0
49701,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,2,1
49709,Non Portugal,Online TA,0,2,No Deposit,0,Transient,C,0,0,1
49720,Non Portugal,Offline TA/TO,0,3,No Deposit,0,Transient,C,0,3,0
49729,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
49735,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,2,0
49760,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
49762,Portugal,Direct,0,2,No Deposit,0,Transient,E,1,1,0
49768,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,1,1,0
49785,Non Portugal,Corporate,0,1,No Deposit,0,Transient-Party,D,0,0,0
49793,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,0,1,0
49824,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
49832,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,0,0
49840,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
49841,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,0
49862,Non Portugal,Direct,0,2,No Deposit,0,Transient,G,0,0,0
49873,Portugal,Groups,0,0,Non Refund,26,Transient,A,0,0,1
49883,Non Portugal,Direct,0,2,No Deposit,0,Transient-Party,F,0,0,0
49907,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
49911,Non Portugal,Corporate,0,1,No Deposit,0,Transient-Party,G,0,0,0
49924,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
49928,Portugal,Offline TA/TO,0,1,No Deposit,223,Transient-Party,A,0,0,0
49933,Portugal,Online TA,0,3,No Deposit,0,Transient,F,0,1,0
49937,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
49938,Portugal,Corporate,1,0,No Deposit,0,Transient,D,1,2,0
49962,Non Portugal,Aviation,0,0,No Deposit,0,Transient,D,0,1,0
49969,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
49972,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
49978,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,2,0
49994,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
49996,Non Portugal,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
50022,Non Portugal,Direct,0,0,No Deposit,0,Group,A,0,1,0
50027,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
50040,Portugal,Direct,0,2,No Deposit,0,Group,G,1,2,0
50055,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
50082,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
50090,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,2,1
50093,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
50102,Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,1,1
50107,Portugal,Corporate,2,2,No Deposit,0,Transient,A,0,0,0
50115,Non Portugal,Groups,0,5,No Deposit,0,Transient-Party,A,0,0,0
50120,Portugal,Online TA,2,0,No Deposit,0,Transient,D,0,1,1
50121,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
50152,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
50162,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,4,0
50166,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
50167,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,0,0
50183,Non Portugal,Direct,0,1,No Deposit,0,Transient,D,0,3,0
50184,Non Portugal,Corporate,0,1,No Deposit,0,Transient-Party,E,0,0,0
50187,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,0
50193,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
50199,Non Portugal,Direct,0,3,No Deposit,0,Transient,C,1,2,0
50215,Non Portugal,Direct,0,1,No Deposit,0,Transient,G,1,0,0
50241,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,1,1
50251,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
50257,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,2,0
50261,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,2,1
50271,Non Portugal,Offline TA/TO,0,3,No Deposit,0,Transient,A,0,0,0
50277,Non Portugal,Offline TA/TO,0,0,No Deposit,69,Transient-Party,A,0,1,0
50299,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Contract,D,0,0,0
50306,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,1
50310,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
50337,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
50365,Non Portugal,Groups,0,2,No Deposit,0,Transient-Party,D,0,0,0
50371,Non Portugal,Groups,0,5,No Deposit,0,Transient-Party,A,1,0,0
50372,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
50373,Non Portugal,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
50382,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
50398,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,0,0
50414,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Group,G,0,0,0
50422,Non Portugal,Online TA,0,2,No Deposit,0,Transient,C,1,1,0
50428,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
50441,Non Portugal,Direct,0,4,No Deposit,0,Transient,A,0,1,0
50453,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,0
50455,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,D,0,2,0
50466,Non Portugal,Groups,0,4,No Deposit,0,Transient-Party,D,0,0,0
50476,Non Portugal,Online TA,0,2,No Deposit,0,Transient-Party,D,0,0,0
50480,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
50487,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,D,1,0,0
50489,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,0,1
50503,Non Portugal,Groups,0,2,Refundable,0,Transient-Party,A,0,0,0
50514,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,1,1,0
50520,Portugal,Groups,0,1,No Deposit,0,Contract,A,0,0,0
50529,Non Portugal,Online TA,0,2,No Deposit,0,Contract,A,0,1,0
50545,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,1,0,0
50555,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,2,0
50564,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
50567,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,1,2,0
50587,Non Portugal,Direct,0,1,No Deposit,0,Transient,E,0,0,1
50652,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,1,1
50658,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
50680,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
50687,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
50699,Non Portugal,Groups,0,2,No Deposit,0,Transient-Party,B,0,1,0
50700,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
50735,Non Portugal,Offline TA/TO,0,1,Refundable,0,Transient-Party,A,0,0,0
50736,Portugal,Online TA,0,1,No Deposit,0,Transient,H,0,0,0
50760,Portugal,Corporate,3,0,No Deposit,0,Transient-Party,A,0,0,0
50762,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
50817,Portugal,Offline TA/TO,0,0,No Deposit,224,Transient,A,0,0,0
50818,Portugal,Corporate,0,0,No Deposit,0,Transient,E,0,1,1
50849,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,B,0,1,0
50850,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,0,1
50855,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
50857,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
50897,Portugal,Direct,0,2,No Deposit,0,Transient,F,0,0,0
50923,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,0,1
50925,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
50930,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,E,1,1,0
50934,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,1,1,0
50946,Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
50981,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
50987,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
50999,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,1,0
51008,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,3,1
51011,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,1,0,0
51018,Non Portugal,Corporate,0,0,No Deposit,0,Transient,D,0,0,0
51043,Non Portugal,Online TA,0,6,No Deposit,0,Transient,D,1,1,0
51047,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
51058,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,1,0,0
51074,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
51104,Non Portugal,Online TA,0,2,No Deposit,0,Group,A,0,1,0
51110,Non Portugal,Online TA,0,5,No Deposit,0,Transient,A,0,0,0
51114,Non Portugal,Offline TA/TO,0,0,Refundable,0,Transient-Party,A,0,0,0
51115,Non Portugal,Direct,0,1,No Deposit,0,Transient,G,0,3,0
51120,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,1,0
51138,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,0,1
51139,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
51164,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
51170,Non Portugal,Online TA,0,5,No Deposit,0,Transient,A,0,1,0
51212,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
51221,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
51223,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
51226,Non Portugal,Corporate,0,2,No Deposit,13,Transient-Party,A,0,0,0
51231,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,5,0
51254,Portugal,Offline TA/TO,0,0,No Deposit,43,Transient-Party,A,0,2,0
51266,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
51269,Non Portugal,Complementary,0,2,No Deposit,0,Transient,D,0,1,0
51285,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
51287,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,2,0
51305,Non Portugal,Direct,0,2,No Deposit,0,Transient-Party,A,0,0,1
51308,Non Portugal,Groups,0,1,No Deposit,0,Transient,D,0,1,0
51310,Non Portugal,Online TA,0,3,No Deposit,0,Transient-Party,A,0,0,0
51327,Non Portugal,Groups,0,4,No Deposit,87,Transient-Party,A,0,0,0
51344,Portugal,Offline TA/TO,0,0,Non Refund,193,Transient,A,0,0,1
51346,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
51350,Non Portugal,Online TA,0,2,No Deposit,0,Transient-Party,F,0,1,0
51351,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,1,0,0
51378,Non Portugal,Online TA,0,16,No Deposit,0,Transient,A,0,1,1
51385,Portugal,Groups,0,2,No Deposit,49,Transient-Party,A,0,0,0
51402,Non Portugal,Direct,0,1,No Deposit,0,Transient,G,1,1,0
51414,Non Portugal,Online TA,0,5,No Deposit,0,Transient,D,0,2,0
51425,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
51440,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,D,0,1,0
51454,Non Portugal,Direct,0,1,No Deposit,0,Transient,C,0,0,0
51465,Non Portugal,Direct,0,0,No Deposit,0,Transient,B,0,0,0
51467,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
51469,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,H,0,0,1
51471,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
51474,Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,3,1
51478,Portugal,Online TA,0,0,No Deposit,0,Group,A,1,1,0
51484,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
51486,Non Portugal,Online TA,0,2,No Deposit,0,Transient,F,0,0,1
51487,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,2,0
51491,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
51505,Portugal,Offline TA/TO,1,0,No Deposit,0,Transient,A,0,1,0
51514,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,3,1
51520,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
51524,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
51529,Portugal,Complementary,0,2,No Deposit,0,Transient,G,1,4,0
51545,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
51548,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,2,0
51556,Portugal,Corporate,0,0,No Deposit,0,Group,A,0,1,0
51568,Non Portugal,Aviation,0,0,No Deposit,0,Transient,D,0,1,0
51579,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,D,0,1,0
51581,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,3,0
51587,Portugal,Corporate,0,2,No Deposit,0,Transient,A,0,2,1
51590,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
51596,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
51615,Non Portugal,Direct,0,1,No Deposit,0,Transient,C,0,2,0
51618,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
51643,Non Portugal,Direct,0,2,No Deposit,0,Transient-Party,D,0,0,0
51644,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
51650,Portugal,Online TA,0,1,No Deposit,0,Contract,A,0,1,0
51684,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,1,0,0
51703,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,2,0
51716,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,D,0,0,0
51722,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,1,0
51724,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,3,0
51736,Non Portugal,Direct,0,3,No Deposit,0,Transient,D,0,0,1
51737,Non Portugal,Online TA,0,1,No Deposit,0,Transient,G,1,1,0
51741,Non Portugal,Online TA,0,1,No Deposit,0,Contract,A,0,2,0
51751,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,4,0
51760,Non Portugal,Corporate,0,1,No Deposit,0,Transient-Party,A,0,1,0
51778,Non Portugal,Direct,0,2,No Deposit,0,Transient,H,1,0,0
51779,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
51797,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
51808,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,3,0
51814,Non Portugal,Direct,0,2,No Deposit,0,Transient,G,0,1,1
51833,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,C,0,0,0
51836,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,2,0,0
51837,Non Portugal,Online TA,1,0,No Deposit,0,Transient,A,0,0,1
51847,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,0,1
51848,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
51854,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,0,0
51861,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,1
51878,Non Portugal,Groups,0,4,No Deposit,0,Transient-Party,A,0,1,0
51885,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
51892,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
51914,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
51931,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,3,1
51943,Portugal,Direct,0,0,No Deposit,0,Transient-Party,G,0,0,0
51970,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,1,2,0
51972,Non Portugal,Direct,0,1,No Deposit,0,Transient,B,0,0,0
51994,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
52004,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
52006,Non Portugal,Groups,0,1,No Deposit,113,Transient-Party,A,0,0,0
52019,Non Portugal,Groups,0,0,No Deposit,6,Transient-Party,D,0,0,0
52032,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Contract,D,1,0,0
52046,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,2,0
52047,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,0,1
52058,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,0,0,1
52066,Portugal,Groups,0,0,No Deposit,97,Transient-Party,D,0,1,0
52067,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,2,0
52103,Portugal,Complementary,0,1,No Deposit,0,Transient,E,0,0,0
52119,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
52139,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Contract,E,1,2,0
52174,Portugal,Online TA,0,0,No Deposit,0,Transient-Party,G,1,0,0
52188,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,4,0
52203,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,B,0,0,0
52209,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,3,0
52213,Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,2,1
52214,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,1,0,0
52226,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
52231,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,4,0
52262,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,0,0
52272,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
52276,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,1,0
52302,Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,C,0,0,0
52306,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
52311,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
52317,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Group,A,0,0,0
52344,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,1,2,0
52386,Non Portugal,Direct,0,2,No Deposit,0,Transient,E,1,0,0
52392,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,1,0,0
52395,Portugal,Direct,0,0,No Deposit,0,Group,F,1,1,0
52399,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
52403,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,0
52412,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,0
52447,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
52461,Non Portugal,Corporate,0,0,No Deposit,0,Transient,D,0,0,0
52512,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,1,0,0
52535,Non Portugal,Direct,0,3,No Deposit,0,Transient,E,0,2,0
52546,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,0,1
52553,Non Portugal,Corporate,0,0,No Deposit,0,Transient,D,0,1,0
52562,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
52568,Non Portugal,Direct,0,3,No Deposit,0,Transient,A,0,0,0
52589,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
52593,Non Portugal,Online TA,0,4,No Deposit,0,Transient-Party,A,0,3,0
52624,Portugal,Online TA,0,2,No Deposit,0,Transient-Party,H,0,1,0
52625,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
52629,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,E,0,1,0
52630,Portugal,Direct,0,1,No Deposit,0,Transient,H,0,1,0
52636,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
52644,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
52648,Non Portugal,Direct,0,1,No Deposit,0,Transient,F,0,0,0
52652,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,1,0,0
52653,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
52689,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,0,0
52693,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,1,0,0
52709,Non Portugal,Aviation,0,0,No Deposit,0,Transient-Party,D,0,0,0
52725,Non Portugal,Online TA,0,2,No Deposit,0,Transient,F,0,0,0
52728,Non Portugal,Online TA,0,4,No Deposit,0,Transient,A,0,2,0
52729,Non Portugal,Online TA,0,0,No Deposit,0,Group,A,0,0,0
52737,Portugal,Direct,2,0,No Deposit,0,Transient-Party,A,0,1,1
52760,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,3,0
52761,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,1,1
52769,Portugal,Direct,0,1,No Deposit,0,Transient,H,0,0,0
52779,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,F,0,0,0
52803,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
52823,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,0,1
52831,Non Portugal,Groups,0,3,No Deposit,0,Transient-Party,A,0,0,0
52835,Non Portugal,Corporate,0,0,No Deposit,0,Transient,E,0,0,0
52840,Non Portugal,Offline TA/TO,0,1,No Deposit,108,Transient-Party,A,0,0,0
52850,Non Portugal,Corporate,0,2,No Deposit,20,Transient-Party,A,0,0,0
52856,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
52867,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
52885,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,F,1,0,0
52887,Non Portugal,Corporate,0,0,Non Refund,0,Transient-Party,A,0,0,0
52890,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
52895,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
52896,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
52906,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
52911,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,2,0
52916,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,D,0,2,0
52962,Non Portugal,Offline TA/TO,0,3,No Deposit,63,Transient-Party,A,0,0,0
52963,Non Portugal,Online TA,0,2,No Deposit,0,Transient,E,1,1,0
52978,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
52981,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,C,1,2,0
52987,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,0,0
52990,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,0,1
53015,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
53040,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
53056,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
53071,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
53085,Portugal,Offline TA/TO,0,1,No Deposit,187,Transient-Party,A,0,0,0
53097,Non Portugal,Complementary,0,0,No Deposit,35,Transient-Party,A,0,0,0
53104,Non Portugal,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,0,0
53132,Non Portugal,Online TA,0,0,No Deposit,0,Contract,F,1,2,0
53160,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,E,0,0,0
53174,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,C,1,1,0
53176,Non Portugal,Direct,0,5,No Deposit,0,Transient,C,1,2,0
53180,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
53196,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,0,3,0
53202,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
53203,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
53206,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
53211,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
53216,Non Portugal,Direct,0,1,No Deposit,0,Transient,B,0,1,0
53223,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
53226,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,1,1
53256,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
53257,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,3,0
53262,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
53264,Non Portugal,Online TA,0,13,No Deposit,0,Transient,A,0,1,0
53271,Portugal,Online TA,1,1,No Deposit,0,Transient-Party,A,0,2,1
53274,Non Portugal,Groups,0,2,No Deposit,0,Transient-Party,F,0,0,0
53282,Portugal,Direct,0,0,No Deposit,0,Contract,A,0,1,0
53292,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
53307,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,1,2,0
53323,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
53328,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,A,0,5,0
53329,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,2,0
53334,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
53347,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,1,0,0
53357,Portugal,Direct,0,5,No Deposit,0,Transient,C,1,0,0
53365,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,2,0
53378,Non Portugal,Offline TA/TO,0,0,No Deposit,178,Transient-Party,A,0,0,0
53381,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,2,0
53427,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
53433,Portugal,Complementary,0,1,No Deposit,0,Transient,A,0,0,1
53443,Portugal,Online TA,0,2,No Deposit,0,Transient,H,1,3,0
53444,Non Portugal,Direct,0,1,No Deposit,0,Transient,H,1,0,0
53451,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
53459,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
